movieId,values,metadata
142424,"[0.01383813563734293, 0.01428253948688507, -0.033103641122579575, -0.06087755039334297, 0.01749439723789692, 0.044236619025468826, 0.03309248760342598, 0.03708307072520256, 0.050458576530218124, -0.008046157658100128, -0.014446514658629894, 0.02296273410320282, -0.008839555084705353, 0.06834661960601807, -0.08361378312110901, -0.07042432576417923, -0.03814725950360298, -0.0003331331245135516, 0.09760433435440063, 0.056396909058094025, -0.00197250465862453, -0.025222478434443474, -0.012808735482394695, -0.06408239901065826, 0.09058025479316711, -0.055885832756757736, -0.029269134625792503, 0.03987947106361389, 0.05309505760669708, -0.038711223751306534, 0.0574859119951725, -0.015620204620063305]","{'movie_id': 142424, 'title': 'Into the Forest (2015)', 'imdb_id': 2625810, 'genres': 'Drama|Sci-Fi'}"
142444,"[-0.04524044319987297, 0.029503533616662025, 0.07138626277446747, 0.008538458496332169, -0.03114115074276924, 0.023216938599944115, 0.08417695760726929, -0.01517457515001297, -0.047406524419784546, -0.03720042109489441, -0.006116639822721481, -0.06537585705518723, -0.06986332684755325, -0.04739868640899658, 0.07833689451217651, 0.018489817157387733, -0.010651112534105778, -0.004603209439665079, 0.024560732766985893, -0.08262240886688232, 0.07821029424667358, 0.028456825762987137, -0.0025272583588957787, -0.0250081866979599, -0.04116370156407356, -0.05074814707040787, -0.003143944311887026, 0.01905594952404499, 0.005487174727022648, -0.008135314099490643, 0.038639117032289505, -0.040513183921575546]","{'movie_id': 142444, 'title': 'The Editor (2015)', 'imdb_id': 3067274, 'genres': 'Comedy|Horror|Mystery'}"
142448,"[-0.08540880680084229, -0.03024623543024063, -0.07796359062194824, -0.05095772445201874, 0.07897365093231201, -0.009492520242929459, -0.05253464728593826, -0.06471533328294754, 0.037368666380643845, 0.018166428431868553, 0.0070258332416415215, 0.05486682057380676, 0.0002714295987971127, 0.015424679964780807, -0.015470920130610466, 0.021804753690958023, -0.02893758751451969, -0.05057591572403908, -0.04213469475507736, 0.07369456440210342, 0.07435477524995804, 0.042738426476716995, -0.02308628149330616, -0.018420126289129257, -0.03814611956477165, 0.07833816856145859, 0.03305833786725998, -0.017689678817987442, -0.04204363003373146, -0.05541685223579407, -0.016073433682322502, 0.06780657917261124]","{'movie_id': 142448, 'title': 'Everest (2015)', 'imdb_id': 2719848, 'genres': 'Adventure|Drama|Thriller'}"
142456,"[-0.016876064240932465, -0.045188650488853455, -0.007339002098888159, -0.04234958067536354, -0.01609169691801071, 0.01908096671104431, -0.0673060268163681, -0.03213493898510933, 0.014994011260569096, -0.09697616845369339, -0.005172502715140581, 0.07815662771463394, 0.017595622688531876, 0.0049450332298874855, -0.008177111856639385, -0.011121703311800957, 0.032696180045604706, 0.048966918140649796, -0.015403954312205315, 0.01756916753947735, 0.06339481472969055, -0.0945829376578331, 0.038073521107435226, -0.06053750589489937, 0.012969832867383957, 0.04218502342700958, -0.05114395171403885, 0.05422445759177208, -0.11529999226331711, -0.019217053428292274, -0.08271842449903488, -0.04075560346245766]","{'movie_id': 142456, 'title': 'The Brand New Testament (2015)', 'imdb_id': 3792960, 'genres': '(no genres listed)'}"
142509,"[-0.001116285566240549, -0.07849322259426117, -0.03718294948339462, 0.08849377930164337, -0.10602682083845139, -0.00420369952917099, 0.012392677366733551, 0.04197726771235466, -0.013242731802165508, 0.10284090787172318, -0.06436223536729813, -0.06966640800237656, -0.059169672429561615, -0.025863444432616234, -0.03753666952252388, -0.05738366022706032, 0.018121277913451195, -0.05897717922925949, 0.060377273708581924, 0.02027219720184803, 0.06278636306524277, 9.255192708224058e-06, -0.09450136125087738, 0.008376591838896275, -0.04280562326312065, -0.0034621309023350477, 0.07399295270442963, -0.05443521589040756, -0.031842995434999466, 0.033330369740724564, -0.04412570223212242, 0.0053125531412661076]","{'movie_id': 142509, 'title': 'Hardcore Henry (2015)', 'imdb_id': 3072482, 'genres': 'Action|Adventure|Sci-Fi'}"
142536,"[-0.05748853087425232, 0.07198183238506317, 0.044478967785835266, -0.008752048946917057, -0.038217879831790924, 0.002140155527740717, 0.009148049168288708, 0.0667109489440918, -0.07405105233192444, 0.014891920611262321, -0.03718148544430733, -0.030714204534888268, -0.0035843763034790754, -0.01147675234824419, 0.01133777480572462, 0.01550340186804533, 0.04194052144885063, -0.047950997948646545, -0.02318771928548813, -0.004866792820394039, 0.05650031939148903, -0.0441240631043911, 0.06938086450099945, -0.05786251649260521, 0.003245765110477805, 0.022410091012716293, -0.013302030973136425, -0.028539570048451424, 0.012011912651360035, 0.022428292781114578, -0.023543961346149445, 0.03425771743059158]","{'movie_id': 142536, 'title': 'Burnt (2015)', 'imdb_id': 2503944, 'genres': 'Drama'}"
142550,"[0.038994256407022476, 0.021372655406594276, 0.022693324834108353, -0.05882658064365387, -0.049411840736866, 0.003153114579617977, -0.01619521528482437, -0.017597844824194908, 0.011976572684943676, -0.04795113205909729, 0.0014178563142195344, -0.07528864592313766, -0.06731284409761429, 0.0025744615122675896, 0.07809439301490784, -0.029149385169148445, 0.041992783546447754, -0.07830917090177536, 0.027655424550175667, -0.07290484756231308, 0.0745575949549675, 0.0404379665851593, -0.004534131847321987, -0.005192445125430822, -0.006668732967227697, -0.04089697077870369, 0.0693090558052063, 0.05600319057703018, -0.03373920917510986, -0.0484684519469738, -0.02515256591141224, 0.03543005883693695]","{'movie_id': 142550, 'title': 'Ryuzo and the Seven Henchmen (2015)', 'imdb_id': 4176776, 'genres': 'Action|Comedy'}"
142598,"[0.017077893018722534, -0.006177740637212992, 0.020237119868397713, 0.02929875999689102, -0.0340161994099617, -0.06440423429012299, -0.008700475096702576, -0.09198438376188278, 0.016641296446323395, 0.05676762014627457, 0.013214122503995895, 0.01792754977941513, -0.01651768945157528, 0.022110983729362488, -0.052143290638923645, -0.011609705165028572, -0.009392928332090378, 0.02283324860036373, -0.0030429749749600887, -0.05465390533208847, 0.08260669559240341, 0.00023279283777810633, -0.03890104219317436, 0.03513290733098984, -0.007357825990766287, -0.0066166953183710575, 0.002737938892096281, -0.08535055816173553, -0.04632504656910896, 0.007880544289946556, -0.04560007527470589, 0.01956501230597496]","{'movie_id': 142598, 'title': 'Last Shift (2014)', 'imdb_id': 2965466, 'genres': 'Horror'}"
142602,"[0.004695931915193796, -0.01446743868291378, -0.05852527171373367, -0.027769984677433968, -0.02235252968966961, -0.018425228074193, 0.0019203939009457827, 0.02083355002105236, -0.009853607043623924, -0.01552375964820385, -0.014880375936627388, -0.006347171030938625, 0.08077467232942581, -0.0015221394132822752, 0.026362700387835503, 0.02339944615960121, 0.03405531495809555, -0.022192351520061493, 0.09187930077314377, 0.07431007921695709, -0.06528889387845993, 0.026290997862815857, 0.03228786215186119, 0.015518750995397568, -0.0954618826508522, -0.06084974855184555, 0.06329232454299927, -0.057841114699840546, 0.0053702229633927345, 0.037349868565797806, -0.014928724616765976, 0.06967044621706009]","{'movie_id': 142602, 'title': 'F*ck You, Goethe 2 (2015)', 'imdb_id': 3702996, 'genres': 'Comedy'}"
142961,"[0.06667324155569077, -0.012286792509257793, -0.0011319663608446717, 0.027776667848229408, 0.0051191081292927265, -0.018640171736478806, 0.04556514695286751, 0.00744532560929656, -0.017635757103562355, -0.005575584713369608, -0.07437320798635483, 0.08547899127006531, 0.04633031785488129, -0.00253868056461215, -0.020767662674188614, 0.035191066563129425, -0.04970003664493561, -0.019213326275348663, 0.01990814134478569, 0.010084849782288074, 0.04743758589029312, 0.008795564994215965, -0.011042620055377483, 0.06348701566457748, -0.08121775835752487, 0.08841440081596375, -0.02413817308843136, 0.021946633234620094, -0.043257564306259155, -0.0181872695684433, 0.036158014088869095, -0.06598331034183502]","{'movie_id': 142961, 'title': 'Life Eternal (2015)', 'imdb_id': 3642618, 'genres': 'Comedy|Crime|Thriller'}"
142997,"[-0.08608797192573547, -0.019204288721084595, -0.07493274658918381, -0.014049423858523369, 0.06653705984354019, -0.009420864284038544, 0.024718837812542915, -0.00036388912121765316, 0.04811810329556465, -0.0519905611872673, -0.0278413537889719, -0.020013025030493736, -0.051325902342796326, -0.042072732001543045, 0.03214232623577118, -0.0789930447936058, 0.008438068442046642, -0.003931061830371618, 0.025972867384552956, 0.013931713998317719, 0.013869657181203365, -0.026722891256213188, 0.023447588086128235, -0.0237392820417881, -0.014868242666125298, -0.045861199498176575, -0.04985637962818146, -0.0072319689206779, -0.039202477782964706, -0.049552835524082184, 0.02577931061387062, 0.02470904029905796]","{'movie_id': 142997, 'title': 'Hotel Transylvania 2 (2015)', 'imdb_id': 2510894, 'genres': 'Animation|Comedy'}"
143001,"[0.009347724728286266, 0.004219436552375555, -0.023261340335011482, 0.022075319662690163, -0.0003790667396970093, 0.0036036702804267406, -0.010145455598831177, -0.025558724999427795, 0.015587880276143551, 0.00226042652502656, 0.003148789284750819, -0.008887547068297863, 0.004753082990646362, -0.027024749666452408, -0.005122931208461523, 0.03301684185862541, -0.009525914676487446, -0.004045991227030754, -0.003116284729912877, 0.012009725905954838, -0.010235398076474667, -0.007052509114146233, 0.028984447941184044, 0.000704568054061383, 0.014203933998942375, 0.0024225558154284954, 0.0026116694789379835, 0.005036056973040104, -0.03481777012348175, 0.003910182975232601, 0.025011304765939713, -0.0006999104516580701]","{'movie_id': 143001, 'title': 'Anti-Social (2015)', 'imdb_id': 3475596, 'genres': 'Crime'}"
143257,"[-0.08744434267282486, 0.027301345020532608, -0.041330475360155106, -0.030158281326293945, 0.00503396475687623, 0.07395026832818985, -0.049018871039152145, -0.053084779530763626, -0.0022272004280239344, 0.05673426389694214, -0.0038932973984628916, 0.02416229620575905, 0.04832714423537254, 0.023066291585564613, 0.020884333178400993, 0.04168557748198509, -0.04735656455159187, 0.0046751233749091625, -0.005199044942855835, 0.021808018907904625, -0.004612941760569811, -0.003802616149187088, 0.06401892751455307, -0.027556441724300385, 0.0049450513906776905, 0.018567079678177834, -0.01694190315902233, -0.010171731933951378, 0.08281411975622177, 0.016865670680999756, -0.009877985343337059, 0.04240529239177704]","{'movie_id': 143257, 'title': 'Ashby (2015)', 'imdb_id': 3774466, 'genres': 'Comedy|Drama'}"
143365,"[0.0312923938035965, -0.0005427380092442036, 0.04675934463739395, 0.050347160547971725, 0.029123662039637566, 0.047002583742141724, 0.0009317033109255135, -0.05134231969714165, 0.02684687077999115, -0.08719822019338608, 0.0007448865217156708, -0.02844177931547165, 0.04334668070077896, 0.00168411317281425, 0.0060532670468091965, 0.015765393152832985, 0.08885052800178528, 0.030660536140203476, -0.011227292008697987, -0.0425252802670002, -0.028725039213895798, 0.02765866555273533, -0.02013324946165085, -0.0022523372899740934, 0.04273470863699913, 0.009968431666493416, 0.04050009325146675, 0.010039972141385078, 0.03515148535370827, -0.04985646530985832, 0.07599717378616333, -0.02623354271054268]","{'movie_id': 143365, 'title': 'The Circle (2016)', 'imdb_id': 4287320, 'genres': 'Drama|Sci-Fi|Thriller'}"
143385,"[0.04613199830055237, 0.04327763244509697, 0.018557706847786903, -0.06697361171245575, 0.06092699617147446, -0.035879459232091904, -0.05884309485554695, 0.020708875730633736, 0.07308438420295715, -0.029451929032802582, -0.01651608571410179, 0.0170998927205801, 0.03841093182563782, -0.03027271293103695, 0.010847791098058224, 0.05173211544752121, 0.028333554044365883, 0.010669256560504436, 0.031732309609651566, -0.02782958187162876, -0.08548767864704132, -0.037931542843580246, 0.02244960516691208, 0.013578440062701702, 0.026064416393637657, 0.07674440741539001, 0.018382497131824493, -0.03251480311155319, 0.016799192875623703, -0.01197747327387333, -0.027874477207660675, -0.0537947416305542]","{'movie_id': 143385, 'title': 'Bridge of Spies (2015)', 'imdb_id': 3682448, 'genres': 'Drama|Thriller'}"
143410,"[0.004936728160828352, 0.03503543883562088, 0.04812142997980118, 0.02135694958269596, -0.01056461501866579, 0.0062278094701468945, 0.045902520418167114, 0.0574687160551548, -0.05468986928462982, 0.0574144683778286, 0.01078848261386156, -0.010822292417287827, 0.0336531326174736, 0.09124846756458282, 0.001370032550767064, -0.04714304208755493, -0.03621901199221611, -0.01634044386446476, 0.017406588420271873, -0.004846301861107349, -0.0043617235496640205, 0.0023957486264407635, 0.038020696491003036, 0.038107071071863174, -0.012312890030443668, -0.05662365257740021, 0.09442190825939178, -0.003088796976953745, -0.03684244304895401, 0.005829945206642151, -0.04909103736281395, 0.04013380780816078]","{'movie_id': 143410, 'title': 'Hyena Road', 'imdb_id': 4034452, 'genres': '(no genres listed)'}"
143458,"[-0.06596864759922028, 0.07206898927688599, -0.002245955402031541, -0.048233404755592346, 0.029839642345905304, -0.04372255876660347, 0.032959066331386566, 0.07807613164186478, -0.02612263150513172, -0.03206687048077583, -0.028748508542776108, -0.015696266666054726, 0.0502287782728672, 0.009673310443758965, -0.09222771227359772, -0.01291414350271225, 0.08374230563640594, 0.03663092851638794, -0.02799886465072632, 0.011047650128602982, -0.0857052206993103, -0.014658222906291485, 0.014720399864017963, -0.0461655855178833, 0.016851911321282387, -0.006595294922590256, -0.07744375616312027, 0.00855477899312973, -0.018223851919174194, 0.0028713014908134937, -0.01993308961391449, -0.03458729013800621]","{'movie_id': 143458, 'title': 'The Great Hypnotist (2014)', 'imdb_id': 3720058, 'genres': 'Drama|Mystery|Thriller'}"
143511,"[-0.0061341505497694016, 0.05008431524038315, 0.09960570186376572, 0.04470066353678703, 0.053941529244184494, 0.00014126293535809964, -0.046700168401002884, 0.0890066921710968, 0.03786841034889221, -0.002722361357882619, 0.04663116857409477, -0.06638015806674957, 0.05266431346535683, -0.052322231233119965, -0.04904443770647049, -0.01981191523373127, -0.03938012197613716, 0.0032216852996498346, 0.06526099145412445, -0.08061308413743973, 0.010668793693184853, 0.030959753319621086, 0.017421139404177666, 0.017969714477658272, -0.021029504016041756, 0.027003223076462746, -0.004046677146106958, -0.019870173186063766, -0.050953347235918045, 0.023041479289531708, 0.012878603301942348, -0.028198298066854477]","{'movie_id': 143511, 'title': 'Human (2015)', 'imdb_id': 3327994, 'genres': 'Documentary'}"
143525,"[0.00806973222643137, -0.05177682638168335, -0.08839189261198044, -0.07122914493083954, 0.017155013978481293, 0.01310585718601942, -0.013495787046849728, 0.049466535449028015, -0.024547651410102844, 0.01401787530630827, -0.03915436193346977, 0.013744049705564976, 0.08312851935625076, 0.0015017320401966572, -0.001481260173022747, 0.013918864540755749, 0.015642952173948288, -0.01512684766203165, 0.011071125976741314, -0.0354880653321743, 0.004627024754881859, 0.03626459464430809, 0.06496714055538177, -0.04374916851520538, -0.04685008525848389, -0.02820674143731594, -0.043915607035160065, -0.07422194629907608, 0.0774427056312561, 0.02707870863378048, 0.01072753220796585, -0.02201785333454609]","{'movie_id': 143525, 'title': ""Chasuke's Journey (2015)"", 'imdb_id': 3560464, 'genres': 'Comedy|Drama'}"
143559,"[0.08454684168100357, 0.08663579076528549, -0.018133562058210373, -0.007468031719326973, 0.014886230230331421, 0.01393846794962883, -0.04934424161911011, 0.01483603473752737, -0.04640232399106026, 0.0601312555372715, 0.0005539023550227284, -0.02434482052922249, 0.056918345391750336, 0.03360544145107269, -0.059637971222400665, -0.05212332308292389, -0.0013937600888311863, -0.048190612345933914, -0.032898709177970886, -0.05309918895363808, -0.039288148283958435, 0.00030361709650605917, 0.05162108689546585, -0.01113367173820734, 0.04472789168357849, 0.06726595759391785, -0.04748625308275223, 0.0050316317938268185, 0.02778509445488453, 0.08880375325679779, 0.005307267419993877, 0.013054385781288147]","{'movie_id': 143559, 'title': 'L.A. Slasher (2015)', 'imdb_id': 2735292, 'genres': 'Comedy|Crime|Fantasy'}"
143896,"[-0.01758088730275631, -0.03496361896395683, 0.02609768882393837, 0.06427063047885895, -0.08977040648460388, 0.07553696632385254, 0.008767207153141499, 0.018810123205184937, 0.07456525415182114, 0.08478221297264099, 0.0002973571827169508, -0.03728669881820679, 0.0472143292427063, 0.0014117432292550802, -0.047493141144514084, -0.01018621027469635, -0.021322278305888176, -0.03717101365327835, -0.005569968838244677, 0.06387527287006378, -0.016887813806533813, -0.0021971608512103558, -0.02833249419927597, -0.02987712435424328, -0.04155448451638222, 0.04318998008966446, -0.004750439897179604, 0.017013493925333023, -0.07058867812156677, 0.010381916537880898, -0.046786580234766006, -0.01729227788746357]","{'movie_id': 143896, 'title': 'How To Change The World (2015)', 'imdb_id': 4144504, 'genres': 'Documentary'}"
143969,"[0.009654120542109013, 0.0771259069442749, -0.05529502034187317, 0.024183860048651695, -0.05269047990441322, -0.08414146304130554, 0.034537166357040405, -0.0673053115606308, -0.10279123485088348, 0.06005992367863655, -0.0021760575473308563, 0.04632142558693886, -0.07620391994714737, -0.032517947256565094, 0.004046466201543808, 0.03790133818984032, -0.04164665564894676, 0.06947731971740723, 0.07854287326335907, -0.05126111954450607, -0.002936500823125243, 0.009561150334775448, -0.06523655354976654, 0.035289037972688675, 0.05214261636137962, -0.057410892099142075, 0.009635243564844131, 0.04048464074730873, -0.08492083847522736, -0.010955278761684895, 0.013622911646962166, -0.02104254439473152]","{'movie_id': 143969, 'title': 'Er ist wieder da (2015)', 'imdb_id': 4176826, 'genres': 'Comedy'}"
144210,"[0.030793635174632072, -0.023036440834403038, -0.05040065944194794, -0.03160390257835388, -0.015677956864237785, 0.022661276161670685, -0.022317199036478996, 0.05148400366306305, -0.055384308099746704, 0.020890308544039726, 0.06204773485660553, 0.03766334056854248, -0.02208351343870163, 0.013824990950524807, -0.02191775105893612, -0.01942244917154312, -0.0006348213646560907, -0.028985677286982536, -0.06164207309484482, 0.05902289226651192, 0.04371622949838638, 0.014104628004133701, 0.03107847273349762, 0.010456309653818607, 0.032820697873830795, 0.06569404900074005, 0.048279013484716415, -0.046182647347450256, 0.004240719135850668, 0.026294104754924774, 0.04112757742404938, 0.004303607624024153]","{'movie_id': 144210, 'title': 'Just Eat It: A Food Waste Story (2014)', 'imdb_id': 3597400, 'genres': 'Documentary'}"
144222,"[-0.0012598304310813546, -0.01342090591788292, -0.028408177196979523, -0.028898153454065323, -0.036798104643821716, 0.010719496756792068, 0.026527371257543564, -0.02485785447061062, 0.030250566080212593, 0.016737831756472588, 0.03231857344508171, 0.08349905163049698, -0.07219281792640686, 0.019808616489171982, -0.013781432993710041, -0.0014774271985515952, -0.01508837565779686, -0.04643264040350914, -0.029126709327101707, -0.038742851465940475, -0.03952760621905327, -0.00452812947332859, 0.03606792166829109, 0.034860435873270035, 0.011017789132893085, -0.0307710450142622, 0.018296627327799797, -0.0493868887424469, 0.06022318825125694, -0.007644535508006811, -0.04961521551012993, 0.07150637358427048]","{'movie_id': 144222, 'title': 'Bros Before Hos (2013)', 'imdb_id': 2947832, 'genres': 'Comedy'}"
144262,"[-0.0821993425488472, -0.0664340928196907, 0.07346783578395844, 0.005050248932093382, 0.07965629547834396, 0.032930292189121246, 0.05258380249142647, -0.02298547327518463, -0.01628812588751316, 0.037781450897455215, -0.0394870862364769, -0.002452624263241887, -0.038472652435302734, 0.06539295613765717, -0.014574139378964901, -0.074884794652462, 0.05701833218336105, 0.011522945947945118, 0.043914057314395905, 0.02344953827559948, 0.08510612696409225, 0.041852694004774094, -0.032379843294620514, -0.028851110488176346, 0.11116289347410202, -0.0020529802422970533, 0.057594068348407745, 0.009452329017221928, 0.03284250944852829, -0.01541554182767868, 0.07962670177221298, -0.04788903519511223]","{'movie_id': 144262, 'title': 'Slow Learners (2015)', 'imdb_id': 2537390, 'genres': 'Comedy|Romance'}"
144352,"[0.041095100343227386, -0.053882334381341934, 0.00255316449329257, -0.013860183767974377, -0.016268005594611168, -0.01845453679561615, -0.08249979466199875, 0.024707337841391563, 0.02461714670062065, -0.0047711399383842945, 0.033720001578330994, 0.04351910576224327, 0.07936424016952515, -0.029004627838730812, 0.04237919673323631, -0.05390273407101631, -0.004285434260964394, 0.01637878641486168, 0.025157593190670013, 0.08056219667196274, 0.01515985932201147, -0.027077360078692436, -0.029945101588964462, -0.008547468110918999, 0.013514971360564232, -0.01289048045873642, -0.00841602124273777, -0.05506084859371185, -0.003604001132771373, 0.06891080737113953, -0.014857272617518902, -0.07835007458925247]","{'movie_id': 144352, 'title': 'Unforgiven (2013)', 'imdb_id': 2347134, 'genres': 'Action|Crime|Drama'}"
144478,"[0.003553622169420123, 0.012954520992934704, -0.07856537401676178, 0.003142625093460083, 0.014723625965416431, -0.06268946081399918, -0.04634958133101463, 4.822411028726492e-06, 0.01655171439051628, 0.02428668923676014, -0.08281432092189789, 0.05692281946539879, -0.028378859162330627, 0.033607956022024155, -0.0280207060277462, 0.0097275972366333, 0.005241080187261105, 0.03020906075835228, -0.011851484887301922, 0.0008604744798503816, -0.06963476538658142, -0.037411633878946304, -0.07339731603860855, -0.06330481171607971, 0.01689491793513298, 0.07769674807786942, 0.03547715023159981, 0.013927283696830273, -0.0694144144654274, -0.012187069281935692, -0.04969698190689087, -0.001177825964987278]","{'movie_id': 144478, 'title': 'Sex, Drugs & Taxation (2013)', 'imdb_id': 2191400, 'genres': 'Comedy|Drama'}"
144714,"[0.03682367131114006, 0.028866712003946304, 0.01637190394103527, 0.07992664724588394, 0.06237829476594925, 0.018568338826298714, 0.00805576704442501, 0.004236687906086445, 0.026315223425626755, -0.048836443573236465, 0.0105062797665596, -0.017812669277191162, 0.05589954927563667, 0.028281424194574356, 0.07004278153181076, 0.020255155861377716, -0.07475084066390991, -0.03284667432308197, 0.04854769632220268, 0.018255755305290222, -0.02693735994398594, 0.012538422830402851, -0.007470627781003714, -0.0011485939612612128, 0.07452592998743057, 0.012559257447719574, 0.011699381284415722, 0.006067211739718914, 0.10344453901052475, -0.012815811671316624, 0.0013603236293420196, 0.0351315513253212]","{'movie_id': 144714, 'title': 'The Perfect Guy (2015)', 'imdb_id': 3862750, 'genres': 'Drama|Thriller'}"
144716,"[-0.008161344565451145, 0.02511635236442089, -0.008490731939673424, 0.018690546974539757, -0.018536215648055077, -0.006006937939673662, -0.08881280571222305, 0.014245678670704365, 0.004341376479715109, -0.0137044508010149, -0.05889453738927841, 0.05614425614476204, -0.05494195222854614, 0.006160336546599865, -0.07574697583913803, 0.026031965389847755, 0.003162030829116702, 0.03248097002506256, -0.04543132707476616, -0.04408631473779678, -0.01410520076751709, -0.09919322282075882, -0.008169004693627357, 0.02316996268928051, 0.10396040976047516, -0.039527036249637604, -0.014328905381262302, 0.027475839480757713, -0.06303536146879196, 0.013397515751421452, -0.08937416225671768, -0.08255721628665924]","{'movie_id': 144716, 'title': 'Rock the Kasbah (2015)', 'imdb_id': 3164256, 'genres': 'Comedy'}"
144976,"[-0.030324364081025124, 0.04735695198178291, -0.014248833060264587, 0.0444365069270134, 0.08629700541496277, 0.09285537153482437, -0.05303202196955681, -0.017903368920087814, -0.006078433245420456, 0.054884374141693115, -0.08597379922866821, -0.05735789239406586, -0.008957985788583755, -0.007653952110558748, 0.0019670254550874233, 0.04315847530961037, -0.031130511313676834, -0.016652097925543785, 0.06989263743162155, -0.0028188300784677267, -0.05869801342487335, 0.06895472854375839, -0.0499270036816597, 0.005102275405079126, -0.03024742193520069, 0.029497569426894188, -0.053255628794431686, 0.038236524909734726, 0.03546923026442528, 0.02605612576007843, -0.02761402539908886, -0.05678729712963104]","{'movie_id': 144976, 'title': 'Bone Tomahawk (2015)', 'imdb_id': 2494362, 'genres': 'Horror|Western'}"
145080,"[0.03062327206134796, -0.019378574565052986, -0.02955968864262104, -0.015974657610058784, 0.04308593273162842, -0.010632100515067577, 0.04509713873267174, -0.09059295803308487, -0.03422962501645088, 0.01570781320333481, 0.049884796142578125, 0.02778078243136406, 0.027861934155225754, -0.048981551080942154, 0.046867046505212784, -0.004166828468441963, 0.004539197776466608, -0.04217107594013214, -0.055087216198444366, 0.012632218189537525, -0.0490906648337841, -0.05325275659561157, 0.03313750773668289, -0.030811764299869537, 0.0015150062972679734, 0.006927002687007189, 0.023801876232028008, -0.06167125329375267, -0.003548567183315754, -0.053563669323921204, -0.011870821937918663, -0.010427369736135006]","{'movie_id': 145080, 'title': 'Extraordinary Tales (2015)', 'imdb_id': 3454574, 'genres': 'Animation|Horror|Mystery'}"
145150,"[0.053669776767492294, -0.04006851837038994, -0.016308609396219254, 0.050600193440914154, -0.03571031987667084, 0.040684688836336136, 0.031443871557712555, 0.06105654314160347, 0.072833351790905, 0.04047012701630592, 0.010026354342699051, -0.07499341666698456, -0.033942487090826035, -0.06879779696464539, -0.007350228726863861, -0.032654691487550735, -0.00384508422575891, 0.03133070468902588, 0.019520170986652374, -0.047649625688791275, -0.05200105160474777, -0.019396813586354256, -0.04611896723508835, -0.001936378888785839, 0.021059561520814896, -0.02025861106812954, 0.013949086889624596, 0.07202533632516861, 0.003840374294668436, -0.006182111334055662, -0.06435512751340866, 0.027864987030625343]","{'movie_id': 145150, 'title': 'The Dressmaker (2015)', 'imdb_id': 2910904, 'genres': 'Comedy|Drama|Thriller'}"
145283,"[-0.011929221451282501, -0.021000178530812263, 0.05907047539949417, 0.08393733948469162, -0.019910816103219986, 0.06460300087928772, 0.008393908850848675, 0.05371076986193657, 0.01076174434274435, -0.05311957746744156, 0.009116638451814651, -0.023476634174585342, -0.05716509744524956, 0.03317626193165779, -0.045425377786159515, 0.010599310509860516, -0.06415274739265442, 0.00832829624414444, 0.05176026001572609, -0.02703794091939926, 0.05873752012848854, -0.005475228186696768, -0.04064817726612091, -0.07703778147697449, 0.009626922197639942, -0.06757470220327377, 0.023113876581192017, 0.05300639942288399, 0.0754857063293457, 0.061266545206308365, 0.04884043335914612, -0.03867744654417038]","{'movie_id': 145283, 'title': 'Nowitzki: The Perfect Shot (2014)', 'imdb_id': 3626804, 'genres': 'Documentary'}"
145418,"[-0.06643003225326538, -0.04709281027317047, 0.0064601534977555275, 0.0693085566163063, -0.03647710010409355, -0.010229713283479214, 0.01602090522646904, -0.05451998487114906, -0.028544070199131966, 0.019837139174342155, 0.033329956233501434, -0.010931786149740219, 0.048083964735269547, -0.011159287765622139, -0.03803455829620361, -0.02652820385992527, -0.008056632243096828, -0.020935436710715294, 0.01450679637491703, 0.02117733284831047, 0.01402970589697361, -0.09485513716936111, -0.08874443173408508, 0.02459508553147316, 0.026371557265520096, 0.04057512432336807, -0.06561021506786346, -0.024230746552348137, 0.05176102742552757, -0.054304204881191254, 0.00759067852050066, -0.06305578351020813]","{'movie_id': 145418, 'title': 'Trumbo (2015)', 'imdb_id': 3203606, 'genres': 'Drama'}"
145839,"[0.054599467664957047, 0.069820836186409, -0.024778544902801514, 0.012575419619679451, 0.03358937427401543, -0.02090459316968918, 0.028561001643538475, 0.0536813847720623, 0.04530910402536392, 0.01716873049736023, 0.004503463860601187, -0.05015268549323082, -0.06978778541088104, -0.012796388007700443, -0.08774197101593018, -0.009115951135754585, 0.026853244751691818, -0.058017194271087646, 0.03187432885169983, -0.021510113030672073, -0.034057099372148514, 0.03811744973063469, 0.021436840295791626, 0.008865591138601303, -0.012387041002511978, 0.03266530856490135, -0.07776524871587753, -0.05531735718250275, -0.03848501667380333, 0.02480541355907917, -0.05182117223739624, 0.021299714222550392]","{'movie_id': 145839, 'title': 'Concussion (2015)', 'imdb_id': 3322364, 'genres': 'Drama'}"
